ISSUE_DATE,ID,PURPOSE,VERIFICATION_STATUS,GRADE,HOME_OWNERSHIP,ADDRESS_STATE,LOAN_STATUS,EMP_LENGTH,EMP_TITLE,LAST_CREDIT_PULL_DATE,LAST_PAYMENT_DATE,NEXT_PAYMENT_DATE,MEMBER_ID,SUB_GRADE,TERM,ANNUAL_INCOME,DTI,INSTALLMENT,INT_RATE,LOAN_AMOUNT,TOTAL_ACC,TOTAL_PAYMENT
11-09-2021,871213,Debt consolidation,Source Verified,A,OWN,KS,Charged Off,7 years,PIONEER BALLON COMPANY,16-05-2021,12-12-2021,12-01-2022,1085280,A5, 36 months,27852,0.2133,347.2,0.0849,11000,17,4513
11-09-2021,865544,Debt consolidation,Source Verified,A,RENT,NY,Charged Off,10+ years,NYC Dept of Finance,13-02-2021,12-09-2021,12-10-2021,1078861,A2, 36 months,50582,0.0429,121.67,0.0599,4000,15,1738
11-09-2021,875251,Debt consolidation,Source Verified,A,RENT,NJ,Charged Off,10+ years,W&H Systems Inc,16-05-2021,12-12-2021,12-01-2022,1089750,A4, 36 months,62000,0.1415,497.63,0.0749,16000,28,6960
11-09-2021,868936,Debt consolidation,Source Verified,A,RENT,NM,Charged Off,4 years,"ABQ Health Partners, LLC",13-02-2021,12-09-2021,12-10-2021,1082722,A3, 36 months,92000,0.0989,199.9,0.0699,6475,15,2652
11-09-2021,889094,Debt consolidation,Source Verified,B,RENT,LA,Charged Off,1 year,Fastenal,15-10-2021,12-09-2021,12-10-2021,1099694,B3, 36 months,30000,0.1988,310.09,0.1171,9375,11,3827
11-09-2021,866493,Debt consolidation,Source Verified,B,RENT,CA,Charged Off,8 years,city of richmond,16-05-2021,12-01-2021,12-02-2021,1079957,B1, 36 months,30000,0.2264,241.97,0.0999,7500,30,964
11-09-2021,887364,Debt consolidation,Source Verified,B,RENT,MA,Charged Off,8 years,Eagle Investment Systems,16-04-2021,12-11-2021,12-12-2021,1103461,B3, 36 months,125000,0.0857,476.3,0.1171,14400,55,6191
11-09-2021,854486,Debt consolidation,Source Verified,B,RENT,MI,Charged Off,< 1 year,Industrial Resin Recycling,12-08-2021,12-04-2021,12-05-2021,1066735,B2, 36 months,26400,0.1641,260.36,0.1059,8000,27,2198
11-09-2021,890816,Debt consolidation,Source Verified,C,RENT,OK,Charged Off,< 1 year,Burrow Construction inc.,16-05-2021,14-07-2021,14-08-2021,1107523,C1, 36 months,45000,0.2368,203.59,0.1349,6000,16,6515
11-09-2021,875338,Debt consolidation,Source Verified,C,RENT,TX,Charged Off,4 years,ENERSYS,14-05-2021,14-02-2021,14-03-2021,1089843,C3, 36 months,132725.38,0.1767,615.11,0.1399,18000,40,15075
11-09-2021,871679,Debt consolidation,Source Verified,C,RENT,TX,Charged Off,5 years,,13-11-2021,13-06-2021,13-07-2021,1085760,C2, 36 months,50000,0.0857,271.45,0.1349,8000,18,5914
11-09-2021,869722,Debt consolidation,Source Verified,D,RENT,AZ,Charged Off,5 years,Wells Fargo,12-11-2021,12-06-2021,12-07-2021,1083642,D3, 36 months,60000,0.1396,113.28,0.1649,3200,9,1596
11-09-2021,875028,Debt consolidation,Source Verified,A,MORTGAGE,MO,Fully Paid,1 year,Federal Government,15-11-2021,12-02-2021,12-03-2021,1089538,A3, 36 months,68804,0.1885,679.2,0.0699,22000,59,22605
11-09-2021,884532,Debt consolidation,Source Verified,A,MORTGAGE,MO,Fully Paid,10+ years,Missouri Office of the State Courts Admi,13-02-2021,13-02-2021,13-03-2021,1099977,A1, 36 months,45000,0.1779,206.97,0.0603,6800,25,7240
11-09-2021,880539,Debt consolidation,Source Verified,A,MORTGAGE,CA,Fully Paid,10+ years,Willis Personal Insurance,15-04-2021,14-01-2021,14-02-2021,1095562,A3, 36 months,51000,0.1254,248.89,0.0751,8000,32,8905
11-09-2021,881729,Debt consolidation,Source Verified,A,MORTGAGE,CA,Fully Paid,10+ years,"University of California, Riverside",16-05-2021,14-10-2021,14-11-2021,1096810,A4, 36 months,79536,0.2081,513.95,0.079,16425,27,18502
11-09-2021,872616,Debt consolidation,Source Verified,A,MORTGAGE,TX,Fully Paid,10+ years,Tx. Dept. of Public Safety,14-09-2021,14-09-2021,14-10-2021,1086818,A4, 36 months,170000,0.0905,995.26,0.0749,32000,49,35829
11-09-2021,745380,Debt consolidation,Source Verified,A,MORTGAGE,CA,Fully Paid,10+ years,Orchard Supply Hardware,16-05-2021,14-01-2021,14-02-2021,943957,A5, 36 months,218000,0.086,457.25,0.089,14400,26,16313
11-09-2021,839275,Debt consolidation,Source Verified,A,MORTGAGE,KS,Fully Paid,2 years,AMC Theatres,16-05-2021,14-10-2021,14-11-2021,1049435,A4, 36 months,45000,0.2258,93.88,0.079,3000,23,3379
11-09-2021,891031,Debt consolidation,Source Verified,A,MORTGAGE,AZ,Fully Paid,3 years,Wells Fargo Bank,15-07-2021,12-07-2021,12-08-2021,1107753,A3, 36 months,31075,0.1417,230.23,0.0751,7400,10,7775
11-09-2021,885731,Debt consolidation,Source Verified,A,MORTGAGE,MA,Fully Paid,4 years,"Camp, Dresser & Mckee",16-04-2021,14-04-2021,14-05-2021,1101442,A5, 36 months,70000,0.2018,159.56,0.089,5025,14,5720
11-09-2021,886983,Debt consolidation,Source Verified,A,MORTGAGE,KS,Fully Paid,5 years,USD 457 Russell Child Development Center,16-05-2021,14-01-2021,14-02-2021,1102996,A1, 36 months,36000,0.2363,365.23,0.0603,12000,22,13068
11-09-2021,870020,Debt consolidation,Source Verified,A,MORTGAGE,TX,Fully Paid,5 years,,16-05-2021,12-05-2021,12-06-2021,1083953,A4, 36 months,96000,0.1264,1088.56,0.0749,35000,32,36594
11-09-2021,879193,Debt consolidation,Source Verified,A,MORTGAGE,VA,Fully Paid,5 years,Department of Veterans Affairs,13-11-2021,13-10-2021,13-11-2021,1094009,A5, 36 months,96000,0.033,158.77,0.089,5000,17,5620
11-09-2021,872587,Debt consolidation,Source Verified,A,MORTGAGE,TX,Fully Paid,6 years,Elysian Fields ISD,16-01-2021,13-07-2021,13-08-2021,1086790,A5, 36 months,28800,0.2875,191.75,0.0849,6075,39,6574
11-09-2021,893931,Debt consolidation,Source Verified,A,MORTGAGE,CA,Fully Paid,7 years,"University of California, Davis",15-12-2021,14-08-2021,14-09-2021,1111106,A1, 36 months,53724,0.1389,261.75,0.0603,8600,14,9419
11-09-2021,875449,Debt consolidation,Source Verified,A,MORTGAGE,MA,Fully Paid,8 years,United States Air Force,12-02-2021,12-02-2021,12-03-2021,1089957,A1, 36 months,55000,0.0953,301.6,0.0542,10000,36,10123
11-09-2021,865804,Debt consolidation,Source Verified,A,MORTGAGE,NJ,Fully Paid,8 years,Metlife,14-09-2021,14-09-2021,14-10-2021,1079132,A2, 36 months,198000,0.0924,365.01,0.0599,12000,31,13140
11-09-2021,879299,Debt consolidation,Source Verified,A,MORTGAGE,VA,Fully Paid,8 years,Costco,13-07-2021,13-06-2021,13-07-2021,1084349,A3, 36 months,45000,0.0965,64.84,0.0699,2100,13,2290
11-09-2021,887062,Debt consolidation,Source Verified,A,MORTGAGE,HI,Fully Paid,8 years,dorvin leis company,16-05-2021,14-10-2021,14-11-2021,1103083,A5, 36 months,151000,0.0575,1111.37,0.089,35000,39,40009
11-09-2021,874800,Debt consolidation,Source Verified,A,MORTGAGE,CT,Fully Paid,10+ years,Pitney Bowes,11-09-2021,11-12-2021,11-01-2022,1089283,A3, 36 months,138000,0.0403,246.99,0.0699,8000,38,8092
11-09-2021,822051,Debt consolidation,Source Verified,A,MORTGAGE,NC,Fully Paid,5 years,Rockingham County Schools,14-09-2021,14-09-2021,14-10-2021,1030458,A1, 36 months,32000,0.0075,180.96,0.0542,6000,13,6515
11-09-2021,893112,Debt consolidation,Source Verified,A,MORTGAGE,NC,Fully Paid,7 years,H&H Express,14-05-2021,14-05-2021,14-06-2021,1105090,A2, 36 months,50000,0.0811,221.07,0.0662,7200,13,7940
11-09-2021,884079,Debt consolidation,Source Verified,A,MORTGAGE,AL,Fully Paid,2 years,Lockheed Martin,16-05-2021,14-10-2021,14-11-2021,1099417,A4, 36 months,130000,0.1118,563.23,0.079,18000,40,20276
11-09-2021,890931,Debt consolidation,Source Verified,A,MORTGAGE,NJ,Fully Paid,10+ years,TOMS RIVER BOARD OF EDUCATION,13-04-2021,13-04-2021,13-05-2021,1107647,A1, 36 months,76000,0.0591,365.23,0.0603,12000,43,12845
11-09-2021,870025,Debt consolidation,Source Verified,A,MORTGAGE,NY,Fully Paid,10+ years,HSBC Bank,13-03-2021,13-03-2021,13-04-2021,1083960,A4, 36 months,131004,0.0719,746.44,0.0749,24000,18,26108
11-09-2021,877384,Debt consolidation,Source Verified,A,MORTGAGE,WA,Fully Paid,2 years,A Technical Consulting Firm,16-05-2021,14-09-2021,14-10-2021,1092121,A1, 36 months,135000,0.0972,452.4,0.0542,15000,15,16286
11-09-2021,882215,Debt consolidation,Source Verified,A,MORTGAGE,FL,Fully Paid,6 years,Allan hanley,16-05-2021,14-10-2021,14-11-2021,1097382,A3, 36 months,30000,0.0404,311.11,0.0751,10000,16,11200
11-09-2021,893796,Debt consolidation,Source Verified,A,MORTGAGE,GA,Fully Paid,6 years,Effingham County Board of Education,13-08-2021,13-08-2021,13-09-2021,1110952,A5, 36 months,45600,0.1268,487.42,0.089,15350,23,17182
11-09-2021,871365,Debt consolidation,Source Verified,A,MORTGAGE,NY,Fully Paid,8 years,Deutsche Bank,16-03-2021,13-04-2021,13-05-2021,1085422,A5, 36 months,110000,0.0058,88.38,0.0849,2800,36,3090
11-09-2021,879158,Debt consolidation,Source Verified,A,MORTGAGE,NJ,Fully Paid,< 1 year,Impact Communication Partners,16-05-2021,13-06-2021,13-07-2021,1093973,A3, 36 months,50000,0.1351,99.56,0.0751,3200,24,3513
11-09-2021,861237,Debt consolidation,Source Verified,A,MORTGAGE,MA,Fully Paid,< 1 year,Sunovion Pharmaceuticals Inc,16-05-2021,13-04-2021,13-05-2021,1074086,A5, 36 months,69000,0.184,473.45,0.0849,15000,31,16554
11-09-2021,874897,Debt consolidation,Source Verified,A,MORTGAGE,SC,Fully Paid,5 years,DORCHESTER COUNTY,16-05-2021,14-02-2021,14-03-2021,1089381,A2, 36 months,28000,0.2589,76.05,0.0599,2500,23,2727
11-09-2021,870741,Debt consolidation,Source Verified,A,MORTGAGE,CT,Fully Paid,5 years,Enfield Public Schools,16-04-2021,14-09-2021,14-10-2021,1084817,A4, 36 months,55000,0.1556,373.22,0.0749,12000,53,13436
11-09-2021,865995,Debt consolidation,Source Verified,B,MORTGAGE,FL,Fully Paid,1 year,Department of Treasury,14-09-2021,14-09-2021,14-10-2021,1079282,B5, 36 months,100280,0.1623,592.8,0.1199,17850,34,21340
11-09-2021,862873,Debt consolidation,Source Verified,B,MORTGAGE,UT,Fully Paid,10+ years,GE,16-05-2021,11-10-2021,11-11-2021,1075884,B3, 36 months,123504,0.0769,589.22,0.1099,18000,17,18165
11-09-2021,891946,Debt consolidation,Source Verified,B,MORTGAGE,MD,Fully Paid,10+ years,bb&t,14-09-2021,14-09-2021,14-10-2021,1108865,B4, 36 months,71000,0.1454,374.26,0.1242,11200,21,13469
11-09-2021,875878,Debt consolidation,Source Verified,B,MORTGAGE,NV,Fully Paid,2 years,Zale Corporation,15-11-2021,14-05-2021,14-06-2021,1090418,B3, 36 months,147000,0.1096,785.62,0.1099,24000,49,28211
11-09-2021,862827,Debt consolidation,Source Verified,B,MORTGAGE,NY,Fully Paid,4 years,CHA Inc,16-01-2021,12-07-2021,12-08-2021,1075932,B5, 36 months,54000,0.1276,498.15,0.1199,15000,6,16338
11-09-2021,880842,Debt consolidation,Source Verified,B,MORTGAGE,CT,Fully Paid,5 years,Yale University,16-03-2021,14-03-2021,14-04-2021,1095843,B3, 36 months,95000,0.1921,595.37,0.1171,18000,38,21314
11-09-2021,886103,Debt consolidation,Source Verified,B,MORTGAGE,AZ,Fully Paid,5 years,Marcus  and  Millichap,16-05-2021,14-10-2021,14-11-2021,1101899,B4, 36 months,81000,0.1689,304.08,0.1242,9100,18,10947
11-09-2021,882006,Debt consolidation,Source Verified,B,MORTGAGE,GA,Fully Paid,6 years,Georgia Southwestern State University,14-09-2021,14-10-2021,14-11-2021,1097215,B1, 36 months,40000,0.0702,322.25,0.0991,10000,10,11601
11-09-2021,882741,Debt consolidation,Source Verified,B,MORTGAGE,CA,Fully Paid,< 1 year,The Agate Group,14-09-2021,14-10-2021,14-11-2021,1097981,B3, 36 months,114996,0.1252,246.42,0.1171,7450,22,8871
11-09-2021,835852,Debt consolidation,Source Verified,B,MORTGAGE,TX,Fully Paid,< 1 year,Cws capital partners,15-10-2021,12-12-2021,12-01-2022,1045842,B3, 36 months,125000,0.1933,300.34,0.1099,9175,37,10220
11-09-2021,884813,Debt consolidation,Source Verified,B,MORTGAGE,NC,Fully Paid,3 years,"Qualitech Solutions, INC",16-04-2021,13-04-2021,13-05-2021,1100280,B3, 36 months,46000,0.1643,254.69,0.1171,7700,21,8770
11-09-2021,890636,Debt consolidation,Source Verified,B,MORTGAGE,FL,Fully Paid,1 year,InfoArmor,16-04-2021,12-08-2021,12-09-2021,1107279,B5, 36 months,154000,0.0434,402.54,0.1269,12000,28,12981
11-09-2021,875015,Debt consolidation,Source Verified,B,MORTGAGE,KS,Fully Paid,5 years,State of Kansas,16-05-2021,14-09-2021,14-10-2021,1082110,B3, 36 months,49272,0.095,106.39,0.1099,3250,21,3830
11-09-2021,887085,Debt consolidation,Source Verified,C,MORTGAGE,NH,Fully Paid,3 years,Boston University,16-05-2021,14-10-2021,14-11-2021,1103109,C2, 36 months,201000,0.0874,686.18,0.1427,20000,18,24702
11-09-2021,878232,Debt consolidation,Source Verified,C,MORTGAGE,NC,Fully Paid,10+ years,US ARMY,16-05-2021,13-06-2021,13-07-2021,1081837,C5, 36 months,90000,0.1337,744.26,0.1523,21400,22,25738
11-09-2021,880824,Debt consolidation,Source Verified,C,MORTGAGE,MD,Fully Paid,1 year,,12-03-2021,11-12-2021,11-01-2022,1095822,C2, 36 months,37000,0.0629,68.62,0.1427,2000,17,2047
11-09-2021,874030,Debt consolidation,Source Verified,D,MORTGAGE,VA,Fully Paid,3 years,USAF,15-04-2021,11-10-2021,11-11-2021,1088422,D3, 36 months,58000,0.2001,531,0.1649,15000,25,15207
11-09-2021,874926,Debt consolidation,Source Verified,D,MORTGAGE,CT,Fully Paid,8 years,Allstate,16-05-2021,14-02-2021,14-03-2021,1089426,D1, 36 months,116000,0.1536,553.4,0.1562,15825,47,19730
11-09-2021,891605,Debt consolidation,Source Verified,D,MORTGAGE,IL,Fully Paid,7 years,"Tekglobe, Inc.",16-05-2021,14-10-2021,14-11-2021,1108496,D2, 36 months,120000,0.0619,1003.96,0.1677,28250,19,36143
11-09-2021,886471,Debt consolidation,Source Verified,D,MORTGAGE,WA,Fully Paid,10+ years,BOEING,16-04-2021,12-01-2021,12-02-2021,1102302,D4, 36 months,78252,0.1109,1078.27,0.1758,30000,24,31291
11-09-2021,879585,Debt consolidation,Source Verified,A,OWN,MA,Fully Paid,6 years,Town of Millbury,15-09-2021,13-07-2021,13-08-2021,1094517,A2, 36 months,74004,0.1497,221.07,0.0662,7200,26,7835
11-09-2021,864023,Debt consolidation,Source Verified,A,OWN,TX,Fully Paid,6 years,"Register Tapes Unlimited Inc., L.P.",16-05-2021,14-09-2021,14-10-2021,1077180,A4, 36 months,51000,0.2522,614.26,0.0749,19750,21,22113
11-09-2021,893800,Debt consolidation,Source Verified,A,OWN,FL,Fully Paid,2 years,PSA Healthcare,14-09-2021,14-09-2021,14-10-2021,1110956,A3, 36 months,25000,0.0802,264.45,0.0751,8500,13,9514
11-09-2021,863753,Debt consolidation,Source Verified,B,OWN,CA,Fully Paid,10+ years,,14-10-2021,14-09-2021,14-10-2021,1076896,B1, 36 months,48000,0.2013,322.63,0.0999,10000,10,11614
11-09-2021,888578,Debt consolidation,Source Verified,B,OWN,CA,Fully Paid,2 years,Catalyst Prep,16-05-2021,12-07-2021,12-08-2021,1104946,B3, 36 months,50000,0.0811,396.92,0.1171,12000,25,12868
11-09-2021,892242,Debt consolidation,Source Verified,B,OWN,TX,Fully Paid,2 years,Flexmaster USA,16-05-2021,14-10-2021,14-11-2021,1109169,B3, 36 months,45843.2,0.078,363.84,0.1171,11000,9,13098
11-09-2021,884544,Debt consolidation,Source Verified,B,OWN,FL,Fully Paid,< 1 year,Embry-Riddle Aeronautical Univ,16-04-2021,14-10-2021,14-11-2021,1099992,B2, 36 months,48000,0.2245,195.44,0.1065,6000,15,7036
11-09-2021,878643,Debt consolidation,Source Verified,B,OWN,NY,Fully Paid,10+ years,,16-04-2021,14-07-2021,14-08-2021,1093407,B2, 36 months,300000,0.1028,1139.08,0.1059,35000,45,40856
11-09-2021,875161,Debt consolidation,Source Verified,B,OWN,SC,Fully Paid,2 years,"Better Games Distributing Co., Inc.",12-09-2021,12-05-2021,12-06-2021,1089703,B3, 36 months,33012,0.0836,399.36,0.1099,12200,14,13019
11-09-2021,870110,Debt consolidation,Source Verified,C,OWN,KY,Fully Paid,1 year,Att,16-05-2021,12-07-2021,12-08-2021,1084073,C4, 36 months,66000,0.1107,518.44,0.1479,15000,14,16658
11-09-2021,880459,Debt consolidation,Source Verified,C,OWN,TX,Fully Paid,2 years,Community Services Inc.,15-10-2021,13-01-2021,13-02-2021,1095527,C3, 36 months,38000,0.1071,137.98,0.1465,4000,6,4643
11-09-2021,881680,Debt consolidation,Source Verified,C,OWN,TX,Fully Paid,10+ years,Corrigan-Camden ISD,16-05-2021,14-10-2021,14-11-2021,1096753,C3, 36 months,66000,0.2113,211.28,0.1465,6125,17,7606
11-09-2021,871472,Debt consolidation,Source Verified,D,OWN,VA,Fully Paid,7 years,NVCC,16-03-2021,14-09-2021,14-10-2021,1085533,D3, 36 months,60000,0.119,531,0.1649,15000,13,19116
11-09-2021,875409,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,1 year,Walmart,13-10-2021,12-05-2021,12-06-2021,1089984,A4, 36 months,24000,0.1695,265.97,0.079,8500,33,8863
11-09-2021,869165,Debt consolidation,Source Verified,A,RENT,CA,Fully Paid,10+ years,Fairchild Semiconductor,14-04-2021,14-03-2021,14-04-2021,1082981,A1, 36 months,59520,0.1452,271.44,0.0542,9000,32,9746
11-09-2021,872230,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,10+ years,New York Community Bank,15-03-2021,14-03-2021,14-04-2021,1086414,A1, 36 months,46000,0.1701,361.92,0.0542,12000,38,12995
11-09-2021,874922,Debt consolidation,Source Verified,A,RENT,CA,Fully Paid,10+ years,KAISER PERMANENTE,16-05-2021,14-09-2021,14-10-2021,1089423,A1, 36 months,82000,0.2314,337.8,0.0542,11200,38,12160
11-09-2021,967290,Debt consolidation,Source Verified,A,RENT,FL,Fully Paid,10+ years,Baptist Health,14-02-2021,14-02-2021,14-03-2021,1188215,A3, 36 months,54503,0.1893,196,0.0751,6300,39,7013
11-09-2021,887797,Debt consolidation,Source Verified,A,RENT,MD,Fully Paid,10+ years,Southwest Airlines,16-05-2021,14-01-2021,14-02-2021,1104054,A4, 36 months,67920,0.1127,1013.81,0.079,32400,34,36204
11-09-2021,862004,Debt consolidation,Source Verified,A,RENT,VT,Fully Paid,10+ years,Loniewski Brothers Inc,14-09-2021,14-09-2021,14-10-2021,1074975,A4, 36 months,36000,0.1647,373.22,0.0749,12000,21,13436
11-09-2021,891712,Debt consolidation,Source Verified,A,RENT,FL,Fully Paid,2 years,PricewaterhouseCoopers,16-03-2021,13-06-2021,13-07-2021,1108504,A4, 36 months,54000,0.1653,625.81,0.079,20000,19,21991
11-09-2021,868943,Debt consolidation,Source Verified,A,RENT,MA,Fully Paid,2 years,US Department of the Treasury,16-05-2021,12-10-2021,12-11-2021,1082729,A5, 36 months,62758,0.2071,202.01,0.0849,6400,24,6900
11-09-2021,874491,Debt consolidation,Source Verified,A,RENT,HI,Fully Paid,3 years,"Tori Richard, Ltd.",16-05-2021,14-09-2021,14-10-2021,1088966,A1, 36 months,30000,0.2868,267.67,0.0542,8875,12,9636
11-09-2021,893142,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,3 years,Hunter College,16-05-2021,14-10-2021,14-11-2021,1110195,A3, 36 months,55782,0.2119,528.89,0.0751,17000,20,19040
11-09-2021,885569,Debt consolidation,Source Verified,A,RENT,GA,Fully Paid,3 years,First Data,13-04-2021,13-02-2021,13-03-2021,1101271,A4, 36 months,94000,0.0601,115.78,0.079,3700,17,4016
11-09-2021,892726,Debt consolidation,Source Verified,A,RENT,NJ,Fully Paid,4 years,Hearst Corporation,16-05-2021,14-10-2021,14-11-2021,1109687,A4, 36 months,82000,0.0417,438.07,0.079,14000,30,15770
11-09-2021,875206,Debt consolidation,Source Verified,A,RENT,NJ,Fully Paid,4 years,I & I Software,14-04-2021,14-03-2021,14-04-2021,1089767,A4, 36 months,72000,0.0148,248.82,0.0749,8000,12,8881
11-09-2021,883428,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,4 years,Healthfirst,16-03-2021,13-05-2021,13-06-2021,1098693,A4, 36 months,47000,0.1473,516.29,0.079,16500,12,18087
11-09-2021,889972,Debt consolidation,Source Verified,A,RENT,NJ,Fully Paid,4 years,Fred Astaire of Morristown,16-01-2021,14-08-2021,14-09-2021,1106545,A5, 36 months,60000,0.0752,381.04,0.089,12000,15,13709
11-09-2021,869359,Debt consolidation,Source Verified,A,RENT,SC,Fully Paid,5 years,Pharmaceutical Health Care,16-04-2021,13-03-2021,13-04-2021,1083316,A4, 36 months,37440,0.1179,469.36,0.079,15000,28,16336
11-09-2021,891968,Debt consolidation,Source Verified,A,RENT,GA,Fully Paid,6 years,Turner Studios,13-07-2021,13-07-2021,13-08-2021,1108840,A4, 36 months,49800,0.0354,93.09,0.079,2975,10,3219
11-09-2021,880478,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,8 years,N.Y.P.D,15-11-2021,12-08-2021,12-09-2021,1095458,A2, 36 months,39000,0.1009,138.17,0.0662,4500,16,4720
11-09-2021,870800,Debt consolidation,Source Verified,A,RENT,WA,Fully Paid,9 years,career staff unlimited,12-11-2021,12-10-2021,12-11-2021,1084791,A1, 36 months,65000,0.0912,361.92,0.0542,12000,24,12594
11-09-2021,892399,Debt consolidation,Source Verified,A,RENT,TX,Fully Paid,< 1 year,Phoenix House Foundation,16-04-2021,13-04-2021,13-05-2021,1109344,A3, 36 months,24000,0.1335,217.78,0.0751,7000,20,7258
11-09-2021,885881,Debt consolidation,Source Verified,A,RENT,CA,Fully Paid,< 1 year,"Blau & Associates, P.C.",14-09-2021,14-10-2021,14-11-2021,1101604,A3, 36 months,24290.4,0.0771,105.78,0.0751,3400,10,3808
11-09-2021,890713,Debt consolidation,Source Verified,A,RENT,CA,Fully Paid,< 1 year,Interstate Hotels,14-10-2021,14-10-2021,14-11-2021,1107329,A4, 36 months,45000,0.1621,125.17,0.079,4000,3,4506
11-09-2021,867809,Debt consolidation,Source Verified,A,RENT,IL,Fully Paid,< 1 year,Invesco,16-03-2021,13-12-2021,13-01-2022,1081487,A4, 36 months,75000,0.053,575.39,0.0749,18500,16,20556
11-09-2021,891677,Debt consolidation,Source Verified,A,RENT,MA,Fully Paid,< 1 year,OneSource,16-04-2021,14-09-2021,14-10-2021,1108537,A4, 36 months,75000,0.0886,375.49,0.079,12000,20,13515
11-09-2021,891795,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,< 1 year,IIR USA,14-08-2021,14-08-2021,14-09-2021,1108660,A4, 36 months,40000,0.1617,150.2,0.079,4800,13,5404
11-09-2021,892927,Debt consolidation,Source Verified,A,RENT,VA,Fully Paid,10+ years,Department of State,16-05-2021,14-07-2021,14-08-2021,1109908,A4, 36 months,85000,0.2312,156.46,0.079,5000,38,5626
11-09-2021,878599,Debt consolidation,Source Verified,A,RENT,NY,Fully Paid,10+ years,US Air Force,16-05-2021,12-03-2021,12-04-2021,1093358,A4, 36 months,60000,0.1982,300.39,0.079,9600,30,9739
